output_filename,cubes,modr v L,core r cm,keff,keff unc,therm fis %
o_b8hcp-caseSC-c1450-r77_11-d2o96_8-v2700.o,1450.0,2700.0,77.11408,0.99042,0.00015,87.43
o_b8hcp-caseSC-c1450-r78_00-d2o96_8-v2800.o,1450.0,2800.0,77.99609,0.99303,0.00017,87.65
o_b8hcp-caseSC-c1450-r78_86-d2o96_8-v2900.o,1450.0,2900.0,78.85859,0.99584,0.00014,87.87
o_b8hcp-caseSC-c1450-r79_70-d2o96_8-v3000.o,1450.0,3000.0,79.70263,0.9982,0.00015,88.05
o_b8hcp-caseSC-c1450-r80_53-d2o96_8-v3100.o,1450.0,3100.0,80.52916,0.99977,0.00013,88.23
o_b8hcp-caseSC-c1450-r81_34-d2o96_8-v3200.o,1450.0,3200.0,81.33906,1.00145,0.00016,88.41
o_b8hcp-caseSC-c1450-r82_13-d2o96_8-v3300.o,1450.0,3300.0,82.13314,1.00256,0.00015,88.57
o_b8hcp-caseSC-c1450-r82_91-d2o96_8-v3400.o,1450.0,3400.0,82.91217,1.00361,0.00015,88.7
o_b8hcp-caseSC-c1450-r83_68-d2o96_8-v3500.o,1450.0,3500.0,83.67682,1.00459,0.00015,88.84
o_b8hcp-caseSC-c1450-r84_43-d2o96_8-v3600.o,1450.0,3600.0,84.42774,1.00522,0.00015,88.97
o_b8hcp-caseSC-c1450-r85_17-d2o96_8-v3700.o,1450.0,3700.0,85.16554,1.00586,0.00016,89.09
o_b8hcp-caseSC-c1450-r85_89-d2o96_8-v3800.o,1450.0,3800.0,85.89078,1.00634,0.00012,89.2
o_b8hcp-caseSC-c1450-r87_31-d2o96_8-v4000.o,1450.0,4000.0,87.3056,1.00703,0.00015,89.41
o_b8hcp-caseSC-c1450-r88_00-d2o96_8-v4100.o,1450.0,4100.0,87.99613,1.00713,0.00012,89.51
o_b8hcp-caseSC-c1450-r88_68-d2o96_8-v4200.o,1450.0,4200.0,88.67599,1.00661,0.00015,89.59
o_b8hcp-caseSC-c1462-r60_37-d2o96_8-v1200.o,1462.0,1200.0,60.37465,0.85981,0.00016,78.69
o_b8hcp-caseSC-c1462-r63_16-d2o96_8-v1400.o,1462.0,1400.0,63.15545,0.89215,0.00016,80.88
o_b8hcp-caseSC-c1462-r68_08-d2o96_8-v1800.o,1462.0,1800.0,68.08154,0.93758,0.00015,83.85
o_b8hcp-caseSC-c1462-r70_30-d2o96_8-v2000.o,1462.0,2000.0,70.29774,0.95367,0.00015,84.88
o_b8hcp-caseSC-c1462-r71_36-d2o96_8-v2100.o,1462.0,2100.0,71.35529,0.9604,0.00014,85.31
o_b8hcp-caseSC-c1462-r72_38-d2o96_8-v2200.o,1462.0,2200.0,72.38238,0.96636,0.00016,85.71
o_b8hcp-caseSC-c1462-r73_38-d2o96_8-v2300.o,1462.0,2300.0,73.38113,0.97181,0.00015,86.07
o_b8hcp-caseSC-c1462-r74_35-d2o96_8-v2400.o,1462.0,2400.0,74.3534,0.97701,0.00017,86.41
o_b8hcp-caseSC-c1462-r75_30-d2o96_8-v2500.o,1462.0,2500.0,75.30089,0.98102,0.00017,86.71
o_b8hcp-caseSC-c1462-r76_23-d2o96_8-v2600.o,1462.0,2600.0,76.22512,0.98463,0.00016,86.98
o_b8hcp-caseSC-c1462-r77_13-d2o96_8-v2700.o,1462.0,2700.0,77.12746,0.98837,0.00017,87.25
o_b8hcp-caseSC-c1462-r78_01-d2o96_8-v2800.o,1462.0,2800.0,78.00917,0.9913,0.00015,87.48
o_b8hcp-caseSC-c1462-r78_87-d2o96_8-v2900.o,1462.0,2900.0,78.87139,0.99396,0.00016,87.71
o_b8hcp-caseSC-c1462-r79_72-d2o96_8-v3000.o,1462.0,3000.0,79.71515,0.99639,0.00015,87.89
o_b8hcp-caseSC-c1462-r80_54-d2o96_8-v3100.o,1462.0,3100.0,80.54143,0.99813,0.00014,88.08
o_b8hcp-caseSC-c1462-r81_35-d2o96_8-v3200.o,1462.0,3200.0,81.35108,1.00021,0.00015,88.25
o_b8hcp-caseSC-c1462-r82_14-d2o96_8-v3300.o,1462.0,3300.0,82.14494,1.00166,0.00016,88.42
o_b8hcp-caseSC-c1462-r82_92-d2o96_8-v3400.o,1462.0,3400.0,82.92374,1.00263,0.00014,88.57
o_b8hcp-caseSC-c1462-r83_69-d2o96_8-v3500.o,1462.0,3500.0,83.68818,1.00393,0.00015,88.7
o_b8hcp-caseSC-c1462-r84_44-d2o96_8-v3600.o,1462.0,3600.0,84.4389,1.0048,0.00014,88.85
o_b8hcp-caseSC-c1462-r85_18-d2o96_8-v3700.o,1462.0,3700.0,85.17651,1.00588,0.00014,88.96
o_b8hcp-caseSC-c1462-r85_90-d2o96_8-v3800.o,1462.0,3800.0,85.90156,1.00651,0.00015,89.07
o_b8hcp-caseSC-c1462-r87_32-d2o96_8-v4000.o,1462.0,4000.0,87.31604,1.00706,0.00014,89.28
o_b8hcp-caseSC-c1462-r88_01-d2o96_8-v4100.o,1462.0,4100.0,88.00641,1.00721,0.00015,89.4
o_b8hcp-caseSC-c1462-r88_69-d2o96_8-v4200.o,1462.0,4200.0,88.68611,1.00723,0.00013,89.49
o_b8hcp-caseSC-c1475-r60_40-d2o96_8-v1200.o,1475.0,1200.0,60.39829,0.86036,0.00013,78.67
o_b8hcp-caseSC-c1475-r63_18-d2o96_8-v1400.o,1475.0,1400.0,63.17705,0.89268,0.00017,80.87
o_b8hcp-caseSC-c1475-r68_10-d2o96_8-v1800.o,1475.0,1800.0,68.10013,0.93801,0.00015,83.82
o_b8hcp-caseSC-c1475-r70_32-d2o96_8-v2000.o,1475.0,2000.0,70.31518,0.95438,0.00015,84.86
o_b8hcp-caseSC-c1475-r71_37-d2o96_8-v2100.o,1475.0,2100.0,71.37222,0.96088,0.00017,85.31
o_b8hcp-caseSC-c1475-r72_40-d2o96_8-v2200.o,1475.0,2200.0,72.39883,0.96701,0.00019,85.7
o_b8hcp-caseSC-c1475-r73_40-d2o96_8-v2300.o,1475.0,2300.0,73.39713,0.97214,0.00015,86.07
o_b8hcp-caseSC-c1475-r74_37-d2o96_8-v2400.o,1475.0,2400.0,74.36899,0.97718,0.00016,86.39
o_b8hcp-caseSC-c1475-r75_32-d2o96_8-v2500.o,1475.0,2500.0,75.31609,0.98175,0.00016,86.69
o_b8hcp-caseSC-c1475-r76_24-d2o96_8-v2600.o,1475.0,2600.0,76.23995,0.98514,0.00015,86.98
o_b8hcp-caseSC-c1475-r77_14-d2o96_8-v2700.o,1475.0,2700.0,77.14195,0.98898,0.00017,87.25
o_b8hcp-caseSC-c1475-r78_02-d2o96_8-v2800.o,1475.0,2800.0,78.02333,0.99154,0.00015,87.47
o_b8hcp-caseSC-c1475-r78_89-d2o96_8-v2900.o,1475.0,2900.0,78.88524,0.99426,0.00015,87.68
o_b8hcp-caseSC-c1475-r79_73-d2o96_8-v3000.o,1475.0,3000.0,79.72872,0.99681,0.00014,87.89
o_b8hcp-caseSC-c1475-r80_55-d2o96_8-v3100.o,1475.0,3100.0,80.55471,0.99893,0.00016,88.08
o_b8hcp-caseSC-c1475-r81_36-d2o96_8-v3200.o,1475.0,3200.0,81.36411,1.00071,0.00016,88.24
o_b8hcp-caseSC-c1475-r82_16-d2o96_8-v3300.o,1475.0,3300.0,82.15771,1.00228,0.00015,88.42
o_b8hcp-caseSC-c1475-r82_94-d2o96_8-v3400.o,1475.0,3400.0,82.93627,1.00352,0.00016,88.57
o_b8hcp-caseSC-c1475-r83_70-d2o96_8-v3500.o,1475.0,3500.0,83.70049,1.00456,0.00016,88.72
o_b8hcp-caseSC-c1475-r84_45-d2o96_8-v3600.o,1475.0,3600.0,84.45099,1.00581,0.00016,88.84
o_b8hcp-caseSC-c1475-r85_19-d2o96_8-v3700.o,1475.0,3700.0,85.18839,1.00592,0.00017,88.97
o_b8hcp-caseSC-c1475-r85_91-d2o96_8-v3800.o,1475.0,3800.0,85.91324,1.0068,0.00016,89.07
o_b8hcp-caseSC-c1475-r87_33-d2o96_8-v4000.o,1475.0,4000.0,87.32734,1.00752,0.00014,89.29
o_b8hcp-caseSC-c1475-r88_02-d2o96_8-v4100.o,1475.0,4100.0,88.01754,1.00749,0.00015,89.4
o_b8hcp-caseSC-c1475-r88_70-d2o96_8-v4200.o,1475.0,4200.0,88.69707,1.00765,0.00016,89.48
o_b8hcp-caseSC-c1487-r60_42-d2o96_8-v1200.o,1487.0,1200.0,60.42009,0.86083,0.00016,78.66
o_b8hcp-caseSC-c1487-r63_20-d2o96_8-v1400.o,1487.0,1400.0,63.19699,0.89332,0.00017,80.87
o_b8hcp-caseSC-c1487-r68_12-d2o96_8-v1800.o,1487.0,1800.0,68.11729,0.9384,0.00016,83.82
o_b8hcp-caseSC-c1487-r70_33-d2o96_8-v2000.o,1487.0,2000.0,70.33127,0.95465,0.00016,84.85
o_b8hcp-caseSC-c1487-r71_39-d2o96_8-v2100.o,1487.0,2100.0,71.38783,0.96133,0.00016,85.3
o_b8hcp-caseSC-c1487-r72_41-d2o96_8-v2200.o,1487.0,2200.0,72.41401,0.96746,0.00017,85.71
o_b8hcp-caseSC-c1487-r73_41-d2o96_8-v2300.o,1487.0,2300.0,73.4119,0.97238,0.00016,86.06
o_b8hcp-caseSC-c1487-r74_38-d2o96_8-v2400.o,1487.0,2400.0,74.38338,0.97784,0.00015,86.39
o_b8hcp-caseSC-c1487-r75_33-d2o96_8-v2500.o,1487.0,2500.0,75.33012,0.98157,0.00016,86.7
o_b8hcp-caseSC-c1487-r76_25-d2o96_8-v2600.o,1487.0,2600.0,76.25364,0.98566,0.00016,86.96
o_b8hcp-caseSC-c1487-r77_16-d2o96_8-v2700.o,1487.0,2700.0,77.15532,0.98939,0.00016,87.23
o_b8hcp-caseSC-c1487-r78_04-d2o96_8-v2800.o,1487.0,2800.0,78.0364,0.99226,0.00014,87.49
o_b8hcp-caseSC-c1487-r78_90-d2o96_8-v2900.o,1487.0,2900.0,78.89803,0.99482,0.00016,87.69
o_b8hcp-caseSC-c1487-r79_74-d2o96_8-v3000.o,1487.0,3000.0,79.74123,0.99716,0.00016,87.88
o_b8hcp-caseSC-c1487-r80_57-d2o96_8-v3100.o,1487.0,3100.0,80.56697,0.99929,0.00015,88.06
o_b8hcp-caseSC-c1487-r81_38-d2o96_8-v3200.o,1487.0,3200.0,81.37613,1.00103,0.00014,88.25
o_b8hcp-caseSC-c1487-r82_17-d2o96_8-v3300.o,1487.0,3300.0,82.1695,1.00287,0.00014,88.42
o_b8hcp-caseSC-c1487-r82_95-d2o96_8-v3400.o,1487.0,3400.0,82.94784,1.00403,0.00014,88.56
o_b8hcp-caseSC-c1487-r83_71-d2o96_8-v3500.o,1487.0,3500.0,83.71184,1.0052,0.00017,88.7
o_b8hcp-caseSC-c1487-r84_46-d2o96_8-v3600.o,1487.0,3600.0,84.46215,1.00656,0.00013,88.84
o_b8hcp-caseSC-c1487-r85_20-d2o96_8-v3700.o,1487.0,3700.0,85.19936,1.00667,0.00015,88.96
o_b8hcp-caseSC-c1487-r85_92-d2o96_8-v3800.o,1487.0,3800.0,85.92402,1.00754,0.00016,89.07
o_b8hcp-caseSC-c1487-r87_34-d2o96_8-v4000.o,1487.0,4000.0,87.33778,1.00821,0.00015,89.29
o_b8hcp-caseSC-c1487-r88_03-d2o96_8-v4100.o,1487.0,4100.0,88.02781,1.00813,0.00015,89.39
o_b8hcp-caseSC-c1487-r88_71-d2o96_8-v4200.o,1487.0,4200.0,88.70718,1.00819,0.00015,89.46
o_b8hcp-caseSC-c1500-r60_44-d2o96_8-v1200.o,1500.0,1200.0,60.4437,0.86123,0.00016,78.68
o_b8hcp-caseSC-c1500-r63_22-d2o96_8-v1400.o,1500.0,1400.0,63.21856,0.89338,0.00012,80.84
o_b8hcp-caseSC-c1500-r68_14-d2o96_8-v1800.o,1500.0,1800.0,68.13586,0.93898,0.00016,83.84
o_b8hcp-caseSC-c1500-r70_35-d2o96_8-v2000.o,1500.0,2000.0,70.3487,0.95521,0.00017,84.86
o_b8hcp-caseSC-c1500-r71_40-d2o96_8-v2100.o,1500.0,2100.0,71.40475,0.96181,0.00017,85.3
o_b8hcp-caseSC-c1500-r72_43-d2o96_8-v2200.o,1500.0,2200.0,72.43045,0.96796,0.00015,85.7
o_b8hcp-caseSC-c1500-r73_43-d2o96_8-v2300.o,1500.0,2300.0,73.42789,0.97345,0.00014,86.06
o_b8hcp-caseSC-c1500-r74_40-d2o96_8-v2400.o,1500.0,2400.0,74.39895,0.97809,0.00016,86.4
o_b8hcp-caseSC-c1500-r75_35-d2o96_8-v2500.o,1500.0,2500.0,75.34531,0.98253,0.00016,86.7
o_b8hcp-caseSC-c1500-r76_27-d2o96_8-v2600.o,1500.0,2600.0,76.26846,0.98645,0.00016,86.98
o_b8hcp-caseSC-c1500-r77_17-d2o96_8-v2700.o,1500.0,2700.0,77.1698,0.98968,0.00015,87.25
o_b8hcp-caseSC-c1500-r78_05-d2o96_8-v2800.o,1500.0,2800.0,78.05056,0.99273,0.00015,87.46
o_b8hcp-caseSC-c1500-r78_91-d2o96_8-v2900.o,1500.0,2900.0,78.91188,0.99564,0.00015,87.69
o_b8hcp-caseSC-c1500-r79_75-d2o96_8-v3000.o,1500.0,3000.0,79.75479,0.99789,0.00014,87.9
o_b8hcp-caseSC-c1500-r80_58-d2o96_8-v3100.o,1500.0,3100.0,80.58025,0.99998,0.00015,88.07
o_b8hcp-caseSC-c1500-r81_39-d2o96_8-v3200.o,1500.0,3200.0,81.38914,1.00124,0.00015,88.25
o_b8hcp-caseSC-c1500-r82_18-d2o96_8-v3300.o,1500.0,3300.0,82.18227,1.00317,0.00013,88.4
o_b8hcp-caseSC-c1500-r82_96-d2o96_8-v3400.o,1500.0,3400.0,82.96037,1.00449,0.00013,88.57
o_b8hcp-caseSC-c1500-r83_72-d2o96_8-v3500.o,1500.0,3500.0,83.72414,1.00563,0.00016,88.7
o_b8hcp-caseSC-c1500-r84_47-d2o96_8-v3600.o,1500.0,3600.0,84.47423,1.00667,0.00015,88.83
o_b8hcp-caseSC-c1500-r85_21-d2o96_8-v3700.o,1500.0,3700.0,85.21123,1.00722,0.00014,88.97
o_b8hcp-caseSC-c1500-r85_94-d2o96_8-v3800.o,1500.0,3800.0,85.9357,1.00771,0.00014,89.08
o_b8hcp-caseSC-c1500-r87_35-d2o96_8-v4000.o,1500.0,4000.0,87.34908,1.00873,0.00016,89.27
o_b8hcp-caseSC-c1500-r88_04-d2o96_8-v4100.o,1500.0,4100.0,88.03893,1.0086,0.00015,89.4
o_b8hcp-caseSC-c1500-r88_72-d2o96_8-v4200.o,1500.0,4200.0,88.71814,1.00864,0.00015,89.49
o_b8hcp-caseSC-c1525-r60_49-d2o96_8-v1200.o,1525.0,1200.0,60.48904,0.84827,0.00016,77.77
o_b8hcp-caseSC-c1525-r63_26-d2o96_8-v1400.o,1525.0,1400.0,63.26002,0.8816,0.00016,80.08
o_b8hcp-caseSC-c1525-r68_17-d2o96_8-v1800.o,1525.0,1800.0,68.17155,0.92967,0.00018,83.2
o_b8hcp-caseSC-c1525-r70_38-d2o96_8-v2000.o,1525.0,2000.0,70.38218,0.94666,0.00015,84.31
o_b8hcp-caseSC-c1525-r71_44-d2o96_8-v2100.o,1525.0,2100.0,71.43725,0.95426,0.00015,84.79
o_b8hcp-caseSC-c1525-r72_46-d2o96_8-v2200.o,1525.0,2200.0,72.46204,0.96101,0.00015,85.22
o_b8hcp-caseSC-c1525-r73_46-d2o96_8-v2300.o,1525.0,2300.0,73.45863,0.96639,0.00017,85.59
o_b8hcp-caseSC-c1525-r74_43-d2o96_8-v2400.o,1525.0,2400.0,74.42889,0.9718,0.00015,85.94
o_b8hcp-caseSC-c1525-r75_37-d2o96_8-v2500.o,1525.0,2500.0,75.3745,0.97643,0.00014,86.28
o_b8hcp-caseSC-c1525-r76_30-d2o96_8-v2600.o,1525.0,2600.0,76.29695,0.98095,0.00016,86.58
o_b8hcp-caseSC-c1525-r77_20-d2o96_8-v2700.o,1525.0,2700.0,77.19763,0.98474,0.00015,86.85
o_b8hcp-caseSC-c1525-r78_08-d2o96_8-v2800.o,1525.0,2800.0,78.07776,0.98793,0.00015,87.08
o_b8hcp-caseSC-c1525-r78_94-d2o96_8-v2900.o,1525.0,2900.0,78.93849,0.99146,0.00016,87.31
o_b8hcp-caseSC-c1525-r79_78-d2o96_8-v3000.o,1525.0,3000.0,79.78084,0.99363,0.00015,87.54
o_b8hcp-caseSC-c1525-r80_61-d2o96_8-v3100.o,1525.0,3100.0,80.60578,0.99651,0.00016,87.74
o_b8hcp-caseSC-c1525-r81_41-d2o96_8-v3200.o,1525.0,3200.0,81.41416,0.99866,0.00015,87.94
o_b8hcp-caseSC-c1525-r82_21-d2o96_8-v3300.o,1525.0,3300.0,82.20681,1.00043,0.00014,88.11
o_b8hcp-caseSC-c1525-r82_98-d2o96_8-v3400.o,1525.0,3400.0,82.98445,1.00225,0.00013,88.27
o_b8hcp-caseSC-c1525-r83_75-d2o96_8-v3500.o,1525.0,3500.0,83.74779,1.00373,0.00014,88.41
o_b8hcp-caseSC-c1525-r84_50-d2o96_8-v3600.o,1525.0,3600.0,84.49746,1.00465,0.00016,88.56
o_b8hcp-caseSC-c1525-r85_23-d2o96_8-v3700.o,1525.0,3700.0,85.23406,1.0058,0.00015,88.7
o_b8hcp-caseSC-c1525-r85_96-d2o96_8-v3800.o,1525.0,3800.0,85.95814,1.00743,0.00016,88.83
o_b8hcp-caseSC-c1525-r87_37-d2o96_8-v4000.o,1525.0,4000.0,87.3708,1.00835,0.00014,89.07
o_b8hcp-caseSC-c1525-r88_06-d2o96_8-v4100.o,1525.0,4100.0,88.06031,1.00883,0.00016,89.16
o_b8hcp-caseSC-c1525-r88_74-d2o96_8-v4200.o,1525.0,4200.0,88.7392,1.00922,0.00017,89.25
o_b8hcp-caseSC-c1550-r60_53-d2o96_8-v1200.o,1550.0,1200.0,60.53432,0.84886,0.00015,77.71
o_b8hcp-caseSC-c1550-r63_30-d2o96_8-v1400.o,1550.0,1400.0,63.30142,0.88203,0.00015,80.06
o_b8hcp-caseSC-c1550-r68_21-d2o96_8-v1800.o,1550.0,1800.0,68.20721,0.93041,0.00017,83.19
o_b8hcp-caseSC-c1550-r70_42-d2o96_8-v2000.o,1550.0,2000.0,70.41563,0.94775,0.00017,84.29
o_b8hcp-caseSC-c1550-r71_47-d2o96_8-v2100.o,1550.0,2100.0,71.46972,0.95485,0.00016,84.75
o_b8hcp-caseSC-c1550-r72_49-d2o96_8-v2200.o,1550.0,2200.0,72.4936,0.96124,0.00015,85.2
o_b8hcp-caseSC-c1550-r73_49-d2o96_8-v2300.o,1550.0,2300.0,73.48934,0.96758,0.00015,85.6
o_b8hcp-caseSC-c1550-r74_46-d2o96_8-v2400.o,1550.0,2400.0,74.45881,0.97306,0.00016,85.94
o_b8hcp-caseSC-c1550-r75_40-d2o96_8-v2500.o,1550.0,2500.0,75.40367,0.9772,0.00015,86.25
o_b8hcp-caseSC-c1550-r76_33-d2o96_8-v2600.o,1550.0,2600.0,76.32542,0.9821,0.00014,86.57
o_b8hcp-caseSC-c1550-r77_23-d2o96_8-v2700.o,1550.0,2700.0,77.22544,0.98558,0.00015,86.82
o_b8hcp-caseSC-c1550-r78_10-d2o96_8-v2800.o,1550.0,2800.0,78.10495,0.98904,0.00015,87.08
o_b8hcp-caseSC-c1550-r78_97-d2o96_8-v2900.o,1550.0,2900.0,78.96509,0.99224,0.00015,87.32
o_b8hcp-caseSC-c1550-r79_81-d2o96_8-v3000.o,1550.0,3000.0,79.80688,0.99518,0.00014,87.55
o_b8hcp-caseSC-c1550-r80_63-d2o96_8-v3100.o,1550.0,3100.0,80.63129,0.99727,0.00016,87.73
o_b8hcp-caseSC-c1550-r81_44-d2o96_8-v3200.o,1550.0,3200.0,81.43917,0.99937,0.00015,87.93
o_b8hcp-caseSC-c1550-r82_23-d2o96_8-v3300.o,1550.0,3300.0,82.23133,1.00157,0.00016,88.11
o_b8hcp-caseSC-c1550-r83_01-d2o96_8-v3400.o,1550.0,3400.0,83.00852,1.00329,0.00013,88.27
o_b8hcp-caseSC-c1550-r83_77-d2o96_8-v3500.o,1550.0,3500.0,83.77142,1.00469,0.00016,88.43
o_b8hcp-caseSC-c1550-r84_52-d2o96_8-v3600.o,1550.0,3600.0,84.52067,1.00612,0.00016,88.54
o_b8hcp-caseSC-c1550-r85_26-d2o96_8-v3700.o,1550.0,3700.0,85.25687,1.00697,0.00016,88.7
o_b8hcp-caseSC-c1550-r85_98-d2o96_8-v3800.o,1550.0,3800.0,85.98057,1.00785,0.00014,88.81
o_b8hcp-caseSC-c1550-r87_39-d2o96_8-v4000.o,1550.0,4000.0,87.39251,1.00933,0.00015,89.05
o_b8hcp-caseSC-c1550-r88_08-d2o96_8-v4100.o,1550.0,4100.0,88.08169,1.01019,0.00015,89.16
o_b8hcp-caseSC-c1550-r88_76-d2o96_8-v4200.o,1550.0,4200.0,88.76024,1.01052,0.00014,89.26
o_b8hcp-caseSC-c1575-r60_58-d2o96_8-v1200.o,1575.0,1200.0,60.57953,0.84665,0.00016,77.52
o_b8hcp-caseSC-c1575-r63_34-d2o96_8-v1400.o,1575.0,1400.0,63.34277,0.87992,0.00017,79.88
o_b8hcp-caseSC-c1575-r68_24-d2o96_8-v1800.o,1575.0,1800.0,68.24283,0.92841,0.00013,83.05
o_b8hcp-caseSC-c1575-r70_45-d2o96_8-v2000.o,1575.0,2000.0,70.44905,0.9461,0.00016,84.15
o_b8hcp-caseSC-c1575-r71_50-d2o96_8-v2100.o,1575.0,2100.0,71.50216,0.95355,0.00017,84.64
o_b8hcp-caseSC-c1575-r72_53-d2o96_8-v2200.o,1575.0,2200.0,72.52513,0.96031,0.00016,85.08
o_b8hcp-caseSC-c1575-r73_52-d2o96_8-v2300.o,1575.0,2300.0,73.52002,0.96647,0.00014,85.47
o_b8hcp-caseSC-c1575-r74_49-d2o96_8-v2400.o,1575.0,2400.0,74.4887,0.97199,0.00016,85.83
o_b8hcp-caseSC-c1575-r75_43-d2o96_8-v2500.o,1575.0,2500.0,75.43282,0.97657,0.00014,86.15
o_b8hcp-caseSC-c1575-r76_35-d2o96_8-v2600.o,1575.0,2600.0,76.35387,0.98087,0.00015,86.47
o_b8hcp-caseSC-c1575-r77_25-d2o96_8-v2700.o,1575.0,2700.0,77.25323,0.985,0.00015,86.72
o_b8hcp-caseSC-c1575-r78_13-d2o96_8-v2800.o,1575.0,2800.0,78.13212,0.98833,0.00017,86.99
o_b8hcp-caseSC-c1575-r78_99-d2o96_8-v2900.o,1575.0,2900.0,78.99167,0.99199,0.00014,87.23
o_b8hcp-caseSC-c1575-r79_83-d2o96_8-v3000.o,1575.0,3000.0,79.8329,0.99482,0.00015,87.45
o_b8hcp-caseSC-c1575-r80_66-d2o96_8-v3100.o,1575.0,3100.0,80.65678,0.99746,0.00015,87.67
o_b8hcp-caseSC-c1575-r81_46-d2o96_8-v3200.o,1575.0,3200.0,81.46416,0.99954,0.00015,87.85
o_b8hcp-caseSC-c1575-r82_26-d2o96_8-v3300.o,1575.0,3300.0,82.25584,1.00144,0.00014,88.02
o_b8hcp-caseSC-c1575-r83_03-d2o96_8-v3400.o,1575.0,3400.0,83.03257,1.00365,0.00016,88.2
o_b8hcp-caseSC-c1575-r83_80-d2o96_8-v3500.o,1575.0,3500.0,83.79504,1.00495,0.00016,88.35
o_b8hcp-caseSC-c1575-r84_54-d2o96_8-v3600.o,1575.0,3600.0,84.54387,1.00591,0.00016,88.5
o_b8hcp-caseSC-c1575-r85_28-d2o96_8-v3700.o,1575.0,3700.0,85.27967,1.00741,0.00015,88.65
o_b8hcp-caseSC-c1575-r86_00-d2o96_8-v3800.o,1575.0,3800.0,86.00299,1.00861,0.00016,88.78
o_b8hcp-caseSC-c1575-r87_41-d2o96_8-v4000.o,1575.0,4000.0,87.41421,1.00981,0.00017,88.99
o_b8hcp-caseSC-c1575-r88_10-d2o96_8-v4100.o,1575.0,4100.0,88.10305,1.01055,0.00015,89.1
o_b8hcp-caseSC-c1575-r88_78-d2o96_8-v4200.o,1575.0,4200.0,88.78128,1.01117,0.00015,89.23
o_b8hcp-caseSC-c1600-r60_62-d2o96_8-v1200.o,1600.0,1200.0,60.62467,0.84803,0.00015,77.6
o_b8hcp-caseSC-c1600-r63_38-d2o96_8-v1400.o,1600.0,1400.0,63.38406,0.88159,0.00017,79.91
o_b8hcp-caseSC-c1600-r68_28-d2o96_8-v1800.o,1600.0,1800.0,68.27841,0.93017,0.00015,83.09
o_b8hcp-caseSC-c1600-r70_48-d2o96_8-v2000.o,1600.0,2000.0,70.48244,0.94761,0.00015,84.2
o_b8hcp-caseSC-c1600-r71_53-d2o96_8-v2100.o,1600.0,2100.0,71.53457,0.95501,0.00018,84.67
o_b8hcp-caseSC-c1600-r72_56-d2o96_8-v2200.o,1600.0,2200.0,72.55663,0.96162,0.00017,85.09
o_b8hcp-caseSC-c1600-r73_55-d2o96_8-v2300.o,1600.0,2300.0,73.55068,0.96759,0.00012,85.52
o_b8hcp-caseSC-c1600-r74_52-d2o96_8-v2400.o,1600.0,2400.0,74.51857,0.97305,0.00016,85.86
o_b8hcp-caseSC-c1600-r75_46-d2o96_8-v2500.o,1600.0,2500.0,75.46194,0.97783,0.00015,86.18
o_b8hcp-caseSC-c1600-r76_38-d2o96_8-v2600.o,1600.0,2600.0,76.3823,0.9825,0.00014,86.48
o_b8hcp-caseSC-c1600-r77_28-d2o96_8-v2700.o,1600.0,2700.0,77.281,0.98634,0.00015,86.76
o_b8hcp-caseSC-c1600-r78_16-d2o96_8-v2800.o,1600.0,2800.0,78.15926,0.98987,0.00015,87.0
o_b8hcp-caseSC-c1600-r79_02-d2o96_8-v2900.o,1600.0,2900.0,79.01823,0.99306,0.00016,87.26
o_b8hcp-caseSC-c1600-r79_86-d2o96_8-v3000.o,1600.0,3000.0,79.85891,0.99609,0.00015,87.46
o_b8hcp-caseSC-c1600-r80_68-d2o96_8-v3100.o,1600.0,3100.0,80.68225,0.99846,0.00014,87.66
o_b8hcp-caseSC-c1600-r81_49-d2o96_8-v3200.o,1600.0,3200.0,81.48913,1.0003,0.00015,87.86
o_b8hcp-caseSC-c1600-r82_28-d2o96_8-v3300.o,1600.0,3300.0,82.28034,1.00238,0.00015,88.04
o_b8hcp-caseSC-c1600-r83_06-d2o96_8-v3400.o,1600.0,3400.0,83.05661,1.00426,0.00015,88.22
o_b8hcp-caseSC-c1600-r83_82-d2o96_8-v3500.o,1600.0,3500.0,83.81864,1.00606,0.00015,88.37
o_b8hcp-caseSC-c1600-r84_57-d2o96_8-v3600.o,1600.0,3600.0,84.56706,1.00736,0.00016,88.52
o_b8hcp-caseSC-c1600-r85_30-d2o96_8-v3700.o,1600.0,3700.0,85.30246,1.0082,0.00015,88.65
o_b8hcp-caseSC-c1600-r86_03-d2o96_8-v3800.o,1600.0,3800.0,86.0254,1.00966,0.00014,88.78
o_b8hcp-caseSC-c1600-r87_44-d2o96_8-v4000.o,1600.0,4000.0,87.4359,1.01079,0.00014,89.0
o_b8hcp-caseSC-c1600-r88_12-d2o96_8-v4100.o,1600.0,4100.0,88.1244,1.01143,0.00012,89.13
o_b8hcp-caseSC-c1600-r88_80-d2o96_8-v4200.o,1600.0,4200.0,88.80231,1.01195,0.00013,89.22
o_b8hcp-caseSC-c1625-r60_67-d2o96_8-v1200.o,1625.0,1200.0,60.66974,0.84903,0.00016,77.59
o_b8hcp-caseSC-c1625-r63_43-d2o96_8-v1400.o,1625.0,1400.0,63.4253,0.88273,0.00017,79.91
o_b8hcp-caseSC-c1625-r68_31-d2o96_8-v1800.o,1625.0,1800.0,68.31395,0.93119,0.00017,83.09
