output_filename,cubes,modr v L,core r cm,keff,keff unc,therm fis %
o_b8hcp-caseSC-c800-r80_68-d2o96_8-v3200.o,800.0,3200.0,80.68225,0.95593,0.00015,90.12
o_b8hcp-caseSC-c800-r81_49-d2o96_8-v3300.o,800.0,3300.0,81.48913,0.95416,0.00015,90.18
o_b8hcp-caseSC-c800-r82_28-d2o96_8-v3400.o,800.0,3400.0,82.28034,0.95166,0.00015,90.24
o_b8hcp-caseSC-c800-r83_06-d2o96_8-v3500.o,800.0,3500.0,83.05661,0.94942,0.00015,90.3
o_b8hcp-caseSC-c800-r83_82-d2o96_8-v3600.o,800.0,3600.0,83.81864,0.94711,0.00016,90.34
o_b8hcp-caseSC-c800-r84_57-d2o96_8-v3700.o,800.0,3700.0,84.56706,0.94434,0.00019,90.38
o_b8hcp-caseSC-c800-r85_30-d2o96_8-v3800.o,800.0,3800.0,85.30246,0.94175,0.00013,90.41
o_b8hcp-caseSC-c800-r86_74-d2o96_8-v4000.o,800.0,4000.0,86.73639,0.93679,0.00017,90.48
o_b8hcp-caseSC-c800-r87_44-d2o96_8-v4100.o,800.0,4100.0,87.4359,0.93398,0.00017,90.5
o_b8hcp-caseSC-c800-r88_12-d2o96_8-v4200.o,800.0,4200.0,88.1244,0.93126,0.00014,90.53
o_b8hcp-caseSC-c850-r59_24-d2o96_8-v1200.o,850.0,1200.0,59.24006,0.92721,0.00015,84.99
o_b8hcp-caseSC-c850-r62_12-d2o96_8-v1400.o,850.0,1400.0,62.12109,0.94495,0.00016,86.22
o_b8hcp-caseSC-c850-r67_19-d2o96_8-v1800.o,850.0,1800.0,67.19444,0.96491,0.00015,87.86
o_b8hcp-caseSC-c850-r69_47-d2o96_8-v2000.o,850.0,2000.0,69.4667,0.96948,0.00014,88.41
o_b8hcp-caseSC-c850-r70_55-d2o96_8-v2100.o,850.0,2100.0,70.54912,0.97115,0.00017,88.63
o_b8hcp-caseSC-c850-r71_60-d2o96_8-v2200.o,850.0,2200.0,71.59931,0.97192,0.00014,88.83
o_b8hcp-caseSC-c850-r72_62-d2o96_8-v2300.o,850.0,2300.0,72.61956,0.97242,0.00014,89.02
o_b8hcp-caseSC-c850-r73_61-d2o96_8-v2400.o,850.0,2400.0,73.61192,0.97248,0.00016,89.18
o_b8hcp-caseSC-c850-r74_58-d2o96_8-v2500.o,850.0,2500.0,74.57823,0.97201,0.00015,89.33
o_b8hcp-caseSC-c850-r75_52-d2o96_8-v2600.o,850.0,2600.0,75.52012,0.97148,0.00016,89.45
o_b8hcp-caseSC-c850-r76_44-d2o96_8-v2700.o,850.0,2700.0,76.43909,0.97071,0.00015,89.58
o_b8hcp-caseSC-c850-r77_34-d2o96_8-v2800.o,850.0,2800.0,77.33647,0.96964,0.00016,89.69
o_b8hcp-caseSC-c850-r78_21-d2o96_8-v2900.o,850.0,2900.0,78.2135,0.9686,0.00015,89.8
o_b8hcp-caseSC-c850-r79_07-d2o96_8-v3000.o,850.0,3000.0,79.07129,0.96707,0.00016,89.88
o_b8hcp-caseSC-c850-r79_91-d2o96_8-v3100.o,850.0,3100.0,79.91087,0.96542,0.00016,89.96
o_b8hcp-caseSC-c850-r80_73-d2o96_8-v3200.o,850.0,3200.0,80.73316,0.96367,0.00016,90.05
o_b8hcp-caseSC-c850-r81_54-d2o96_8-v3300.o,850.0,3300.0,81.53903,0.96187,0.00016,90.13
o_b8hcp-caseSC-c850-r82_33-d2o96_8-v3400.o,850.0,3400.0,82.32928,0.95978,0.00015,90.17
o_b8hcp-caseSC-c850-r83_10-d2o96_8-v3500.o,850.0,3500.0,83.10465,0.95792,0.00014,90.24
o_b8hcp-caseSC-c850-r83_87-d2o96_8-v3600.o,850.0,3600.0,83.86581,0.95573,0.00016,90.29
o_b8hcp-caseSC-c850-r84_61-d2o96_8-v3700.o,850.0,3700.0,84.6134,0.95359,0.00015,90.34
o_b8hcp-caseSC-c850-r85_35-d2o96_8-v3800.o,850.0,3800.0,85.34801,0.95123,0.00015,90.38
o_b8hcp-caseSC-c850-r86_78-d2o96_8-v4000.o,850.0,4000.0,86.78044,0.94643,0.00015,90.45
o_b8hcp-caseSC-c850-r87_48-d2o96_8-v4100.o,850.0,4100.0,87.47925,0.94391,0.00015,90.49
o_b8hcp-caseSC-c850-r88_17-d2o96_8-v4200.o,850.0,4200.0,88.16708,0.9411,0.00017,90.52
o_b8hcp-caseSC-c900-r59_33-d2o96_8-v1200.o,900.0,1200.0,59.33439,0.91877,0.00016,84.22
o_b8hcp-caseSC-c900-r62_21-d2o96_8-v1400.o,900.0,1400.0,62.20689,0.93936,0.00016,85.59
o_b8hcp-caseSC-c900-r67_27-d2o96_8-v1800.o,900.0,1800.0,67.26779,0.96336,0.00015,87.39
o_b8hcp-caseSC-c900-r69_54-d2o96_8-v2000.o,900.0,2000.0,69.53535,0.96973,0.00018,87.99
o_b8hcp-caseSC-c900-r70_62-d2o96_8-v2100.o,900.0,2100.0,70.61568,0.97226,0.00016,88.24
o_b8hcp-caseSC-c900-r71_66-d2o96_8-v2200.o,900.0,2200.0,71.66393,0.97364,0.00017,88.48
o_b8hcp-caseSC-c900-r72_68-d2o96_8-v2300.o,900.0,2300.0,72.68238,0.97524,0.00016,88.68
o_b8hcp-caseSC-c900-r73_67-d2o96_8-v2400.o,900.0,2400.0,73.67306,0.97605,0.00016,88.88
o_b8hcp-caseSC-c900-r74_64-d2o96_8-v2500.o,900.0,2500.0,74.6378,0.97667,0.00014,89.04
o_b8hcp-caseSC-c900-r75_58-d2o96_8-v2600.o,900.0,2600.0,75.57821,0.97679,0.00015,89.2
o_b8hcp-caseSC-c900-r76_50-d2o96_8-v2700.o,900.0,2700.0,76.49579,0.9763,0.00015,89.34
o_b8hcp-caseSC-c900-r77_39-d2o96_8-v2800.o,900.0,2800.0,77.39187,0.97609,0.00014,89.45
o_b8hcp-caseSC-c900-r78_27-d2o96_8-v2900.o,900.0,2900.0,78.26767,0.97535,0.00015,89.56
o_b8hcp-caseSC-c900-r79_12-d2o96_8-v3000.o,900.0,3000.0,79.12429,0.97451,0.00016,89.68
o_b8hcp-caseSC-c900-r79_96-d2o96_8-v3100.o,900.0,3100.0,79.96276,0.97371,0.00016,89.79
o_b8hcp-caseSC-c900-r80_78-d2o96_8-v3200.o,900.0,3200.0,80.784,0.97204,0.00017,89.87
o_b8hcp-caseSC-c900-r81_59-d2o96_8-v3300.o,900.0,3300.0,81.58887,0.97083,0.00015,89.94
o_b8hcp-caseSC-c900-r82_38-d2o96_8-v3400.o,900.0,3400.0,82.37817,0.96959,0.00014,90.02
o_b8hcp-caseSC-c900-r83_15-d2o96_8-v3500.o,900.0,3500.0,83.15263,0.96785,0.00016,90.08
o_b8hcp-caseSC-c900-r83_91-d2o96_8-v3600.o,900.0,3600.0,83.91293,0.96618,0.00014,90.17
o_b8hcp-caseSC-c900-r84_66-d2o96_8-v3700.o,900.0,3700.0,84.65969,0.96452,0.00016,90.21
o_b8hcp-caseSC-c900-r85_39-d2o96_8-v3800.o,900.0,3800.0,85.3935,0.96259,0.00013,90.28
o_b8hcp-caseSC-c900-r86_82-d2o96_8-v4000.o,900.0,4000.0,86.82444,0.95834,0.00016,90.36
o_b8hcp-caseSC-c900-r87_52-d2o96_8-v4100.o,900.0,4100.0,87.52256,0.95641,0.00013,90.39
o_b8hcp-caseSC-c900-r88_21-d2o96_8-v4200.o,900.0,4200.0,88.20971,0.95433,0.00016,90.44
